H2,CH4,C2H4,C2H6,C2H2,CO,CO2,risk_score
39.598,24.845,7.526,8.693,0.0,106.856,906.104,8.27
8.272,5.146,1.009,1.904,0.0,30.394,240.531,8.86
139.519,624.888,566.533,231.917,23.053,800.55,4403.848,84.98
1143.727,92.405,29.393,36.947,60.501,241.898,1137.102,83.33
21.347,13.39,4.191,5.345,0.0,70.998,535.679,8.99
930.0,122.0,620.0,77.0,126.0,465.0,3900.0,100.0
2223.896,271.895,366.226,114.74,344.042,245.464,3565.703,100.0
86.579,512.898,339.301,147.287,4.888,528.074,4212.786,84.27
69.465,336.129,25.454,297.824,2.006,538.2,4139.307,47.3
60.627,59.774,14.035,12.97,1.666,113.595,2338.352,7.18
42.563,40.898,13.881,9.082,1.312,245.427,2133.174,6.5
75.49,402.453,0.0,94.743,0.0,603.958,3906.78,55.91
63.0,315.0,24.0,282.0,1.8,495.0,3790.0,44.92
91.721,628.37,304.344,175.996,5.781,662.482,4450.793,66.26
283.047,130.407,12.032,17.706,3.207,515.253,2687.675,38.73
528.66,63.55,405.836,122.026,452.893,576.414,1126.463,100.0
145.016,662.316,298.054,176.036,13.598,908.685,2650.188,79.86
107.782,205.0,41.753,51.137,61.158,221.757,1322.642,73.83
991.974,135.01,673.743,85.222,140.024,513.191,4205.305,100.0
54.009,257.521,19.773,238.571,1.446,407.541,3025.075,44.93
543.272,103.142,99.308,79.223,79.839,263.385,2594.297,72.15
186.09,18.539,5.077,7.234,0.211,95.653,942.947,42.66
716.588,93.89,474.999,58.876,95.668,326.913,2822.718,100.0
41.783,57.999,12.518,4.878,1.67,316.451,1550.259,8.29
198.683,703.327,484.337,185.733,6.883,421.945,1942.091,78.98
1141.191,130.267,14.569,8.891,1.205,299.398,2096.284,42.47
1030.497,15.577,32.156,21.487,2.624,385.695,2455.67,39.23
688.096,48.689,14.743,17.398,0.843,298.205,2017.392,35.79
62.0,312.0,23.5,278.0,1.8,492.0,3750.0,58.31
1244.973,138.239,35.405,14.466,1.077,402.783,563.798,34.19
72.288,510.489,287.489,149.922,4.416,518.208,3443.622,69.15
143.78,953.114,522.064,264.675,8.432,860.514,6850.161,67.37
60.845,4.579,28.124,25.577,1.448,244.84,2537.61,12.0
140.856,870.471,644.61,174.762,9.196,524.951,3699.967,72.0
80.527,513.304,311.202,154.404,4.726,531.11,4126.867,78.54
150.218,432.702,18.257,27.093,1.821,162.947,3448.099,46.52
857.117,112.588,552.723,71.845,113.283,434.653,3647.412,100.0
62.872,418.445,273.937,117.988,3.423,440.036,3200.573,76.22
624.0,82.0,415.0,52.0,83.0,312.0,2610.0,100.0
366.83,97.25,134.791,51.841,36.398,335.775,2520.065,68.62
173.92,13.196,4.147,5.297,0.098,65.284,535.167,33.17
255.496,73.794,107.294,40.947,26.682,251.331,1879.135,75.27
23.63,17.736,26.289,8.953,0.673,287.838,2088.683,5.94
309.06,774.327,328.868,176.087,12.365,716.604,4741.236,76.56
909.049,64.346,16.9,22.671,1.352,359.12,2311.282,31.49
426.492,127.292,39.678,17.604,1.588,313.133,2991.958,43.56
150.354,839.569,576.932,256.243,7.586,892.158,6658.038,72.09
781.944,96.086,72.191,44.774,49.933,154.87,2257.726,80.21
375.504,112.242,154.625,57.547,44.245,348.663,2659.847,79.4
52.853,33.387,11.316,12.434,0.412,151.637,1258.459,4.32
345.0,26.0,8.0,10.0,0.3,135.0,1020.0,37.1
77.103,26.341,9.627,6.922,1.367,78.814,2224.713,14.28
213.08,743.14,526.983,125.734,17.432,441.724,2281.611,82.14
29.918,19.213,6.021,8.515,0.0,114.356,773.45,2.76
50.58,25.181,6.695,5.26,0.567,311.005,2092.633,8.63
693.842,88.439,444.438,53.078,91.087,350.733,2742.874,100.0
56.658,140.59,57.835,107.476,4.262,281.505,1036.875,58.39
70.0,350.0,28.0,290.0,2.0,500.0,3500.0,48.62
88.545,227.305,39.719,268.894,0.869,568.76,4015.646,44.96
65.0,338.0,25.0,302.0,1.9,532.0,4080.0,59.05
60.015,323.061,24.978,292.276,1.806,473.133,3979.086,52.66
66.081,419.039,271.614,129.415,3.598,419.056,3331.836,74.11
693.744,46.782,35.59,14.927,0.966,180.208,388.193,37.06
61.104,303.371,22.952,278.949,1.532,477.023,3366.501,48.99
1023.92,20.806,17.956,34.417,1.147,320.341,864.759,31.76
63.894,302.424,24.444,266.042,1.927,506.317,3282.16,53.7
40.612,37.059,3.459,24.115,1.717,363.533,1448.12,14.45
689.694,49.118,13.471,16.568,0.763,266.959,1976.072,31.2
120.788,768.521,478.52,235.975,7.334,813.409,5661.176,75.65
195.022,187.06,9.306,160.956,2.054,978.683,1025.775,52.14
7.834,49.874,8.144,22.23,0.064,187.221,1313.102,8.98
61.439,39.318,12.228,15.927,0.531,212.825,1345.02,13.95
228.719,1315.564,933.846,235.953,12.467,882.262,6415.987,87.21
1721.205,71.449,17.413,32.698,1.452,125.898,1075.837,49.49
200.266,145.39,22.15,13.582,2.869,277.312,1126.802,29.34
17.728,11.703,3.018,3.803,0.0,72.826,592.563,10.94
47.177,28.489,9.692,12.081,0.487,159.429,1097.96,10.76
27.742,18.504,5.5,7.302,0.0,94.12,732.524,10.32
56.749,42.652,11.431,15.712,0.524,194.006,1468.481,10.1
291.461,841.442,535.843,153.213,8.481,117.793,3458.16,83.75
360.162,27.218,8.291,10.344,0.3,145.053,1064.75,45.6
1656.115,116.006,31.589,35.955,2.466,656.016,3681.508,31.23
1102.791,132.703,722.857,94.314,138.416,553.079,4304.753,100.0
18.427,426.447,46.346,209.448,0.555,827.372,3401.722,46.35
78.231,187.174,25.271,74.766,0.002,590.062,1987.069,49.76
141.207,851.244,571.54,273.47,7.408,849.544,6744.534,76.82
265.0,20.0,6.0,8.5,0.2,118.0,900.0,37.98
17.935,121.781,94.06,64.977,41.219,260.421,1196.086,58.67
25.53,14.734,4.862,5.654,0.0,76.468,648.04,7.26
335.431,130.584,75.002,26.714,47.726,164.44,2789.971,75.93
376.262,114.902,152.947,52.778,37.278,361.553,2624.992,75.45
300.0,25.0,8.0,10.0,0.3,150.0,1200.0,44.47
100.756,722.841,438.167,192.726,6.052,698.242,5039.412,71.04
32.113,176.04,12.082,149.451,0.768,269.943,2113.568,46.9
51.989,13.54,20.708,13.396,0.381,133.651,1493.714,8.05
161.286,991.294,800.233,183.295,9.401,688.689,4573.24,72.92
0.0,553.048,564.084,206.314,19.574,1038.032,1100.57,82.24
45.627,227.306,17.771,189.083,1.178,320.898,2501.219,46.51
790.018,59.696,17.044,20.555,1.047,309.881,1990.111,41.47
359.228,98.88,144.636,50.935,36.06,316.982,2694.214,70.8
93.855,14.09,11.322,3.547,0.788,255.469,951.822,11.51
74.885,48.062,14.479,17.425,0.618,218.411,1512.102,5.73
616.23,85.89,386.105,55.478,85.989,318.885,2451.785,100.0
51.473,33.718,11.326,12.418,0.395,162.185,1272.762,7.92
57.135,32.544,8.864,5.462,0.929,219.19,1720.594,7.99
1706.095,125.247,28.308,38.619,2.57,632.211,3274.154,40.53
349.904,107.015,135.301,52.377,35.396,319.661,2602.676,80.09
64.518,35.993,18.33,0.788,1.657,283.987,1751.505,10.06
609.145,83.066,415.725,50.79,83.659,292.292,2679.718,100.0
2858.06,167.581,636.453,117.2,351.748,269.326,3705.366,100.0
41.019,54.759,26.871,15.209,0.721,249.509,1525.971,13.66
274.6,574.364,400.626,58.145,18.178,448.358,2440.627,69.28
214.618,882.72,321.955,157.047,26.401,174.057,3531.312,77.02
215.131,1247.209,1025.376,263.504,13.888,832.436,5922.895,76.72
295.0,22.0,6.0,8.0,0.2,115.0,870.0,36.81
57.865,41.397,12.81,14.198,0.525,188.238,1355.276,12.33
39.86,50.58,22.712,11.652,0.0,78.461,1764.592,5.0
10.0,5.0,1.0,2.0,0.0,40.0,350.0,6.69
154.109,27.546,26.456,115.201,0.0,253.111,960.257,48.78
9.554,4.827,1.0,1.962,0.0,38.073,328.103,11.6
167.858,50.102,66.903,24.438,16.858,134.231,1145.097,63.11
85.151,403.341,33.702,336.918,2.391,577.977,3877.808,55.87
219.204,577.636,54.928,205.177,17.764,709.65,2140.54,79.62
118.0,748.0,456.0,218.0,6.5,748.0,5500.0,82.06
615.95,47.668,12.795,16.66,0.773,248.532,1736.212,31.7
47.0,30.0,9.0,12.0,0.3,142.0,1060.0,8.21
820.0,106.0,545.0,68.0,110.0,410.0,3400.0,100.0
847.718,119.538,22.672,7.039,35.797,132.085,2437.912,67.58
608.479,198.845,82.384,71.149,78.417,151.998,2635.868,67.9
1783.344,120.824,30.64,38.939,2.592,709.899,4076.127,49.54
66.321,293.697,18.518,124.9,2.08,262.088,1867.209,57.24
75.829,16.337,7.206,3.878,1.742,124.829,1653.501,13.95
779.379,57.708,16.468,18.731,1.029,336.098,2229.753,39.31
298.0,88.0,116.0,43.0,29.8,265.0,2140.0,69.7
186.641,13.282,4.069,5.301,0.107,65.848,494.36,41.21
1114.799,145.778,758.799,99.611,158.884,588.213,5083.492,100.0
185.107,527.069,304.122,124.984,15.214,311.753,2431.375,79.3
703.771,122.665,130.237,66.092,62.656,119.754,1350.873,69.37
68.838,969.011,426.758,137.486,13.229,194.33,4601.127,75.46
382.836,115.212,149.002,53.944,35.761,336.453,2748.771,70.01
2072.563,62.311,345.77,99.836,314.848,269.14,3040.663,100.0
1122.533,147.719,770.0,95.814,157.974,564.722,4915.15,100.0
710.27,52.68,14.169,18.257,0.928,271.525,1912.915,42.2
199.448,64.231,0.947,26.966,0.002,410.902,2455.182,42.4
95.268,615.989,401.209,197.732,5.116,634.292,4565.354,85.01
218.06,71.412,95.917,32.765,23.302,209.465,1600.776,74.31
200.917,243.484,26.172,139.893,2.172,258.226,1368.067,58.34
138.262,813.149,493.469,246.397,7.319,804.328,6341.222,69.2
1513.387,78.79,25.589,20.034,0.805,84.905,2686.047,30.56
2055.168,57.715,14.182,17.947,2.343,390.65,1004.023,36.9
125.14,66.098,4.457,32.346,1.636,353.771,3119.2,41.14
260.0,20.0,6.0,8.0,0.2,102.0,770.0,38.91
1430.669,92.868,23.0,28.791,2.055,579.086,3452.723,48.59
69.68,26.17,12.675,11.286,2.095,114.552,2423.581,12.43
29.775,17.462,16.934,6.792,1.121,168.733,824.644,6.0
1765.149,119.727,26.816,36.757,2.379,629.126,3891.326,43.74
150.634,417.984,9.477,54.375,1.349,787.745,3486.259,55.75
57.714,298.941,22.799,250.071,1.591,475.56,3564.603,58.85
291.55,97.004,119.411,43.951,31.142,288.952,2361.197,72.81
535.723,135.698,33.799,34.064,83.969,180.53,828.444,70.53
26.976,42.032,0.0,0.0,1.414,258.549,2496.213,7.99
117.54,158.119,17.854,196.37,0.618,679.859,2559.548,44.33
18.266,43.768,6.706,22.422,1.397,46.772,950.982,8.25
242.321,63.926,84.977,36.014,24.498,205.273,1783.907,62.94
33.491,23.248,6.214,8.29,0.0,112.575,907.773,2.81
28.0,18.0,5.5,7.0,0.0,95.0,720.0,6.72
260.98,286.456,440.188,73.204,10.036,0.0,2432.647,82.9
24.805,15.665,4.96,6.268,0.0,90.922,665.966,10.02
57.571,263.406,20.619,220.289,1.548,417.671,2871.89,44.25
360.268,97.1,133.902,52.592,38.758,313.642,2434.543,61.67
75.691,485.386,322.415,146.098,4.177,478.75,3760.916,81.67
1461.581,165.113,34.376,8.915,0.387,229.555,1850.228,41.14
192.968,248.674,17.384,110.485,1.09,511.234,3445.778,55.91
101.052,615.988,321.793,173.795,5.778,600.576,4223.95,73.1
716.409,27.65,143.796,34.835,33.789,330.172,2958.549,66.65
210.707,681.297,195.44,239.443,11.704,645.86,1024.977,81.29
818.742,163.169,785.828,3.21,330.745,682.265,161.415,100.0
83.005,26.469,18.339,17.344,0.416,82.17,877.013,11.6
63.86,334.113,24.257,295.837,1.807,495.361,3593.989,55.69
81.167,521.474,333.683,156.39,4.618,531.651,3994.981,80.12
968.509,114.712,642.293,76.752,130.329,496.458,4107.116,100.0
64.148,699.003,183.332,41.655,16.968,676.337,1920.869,64.29
27.0,17.0,5.0,7.0,0.0,90.0,690.0,12.2
44.983,30.877,9.787,11.039,0.384,152.719,1127.994,3.86
136.358,868.205,531.941,254.747,7.471,901.208,6685.808,81.62
204.548,1158.261,887.34,226.586,12.822,766.557,5141.603,82.81
863.243,246.539,804.917,17.784,158.42,355.378,3435.495,100.0
117.007,697.208,457.747,227.027,6.284,698.062,5210.43,72.66
191.569,17.735,5.039,7.15,0.186,93.735,857.703,36.97
79.865,17.755,17.396,7.203,0.966,364.457,2065.788,13.92
821.708,0.0,21.397,15.241,19.365,228.572,2502.935,61.43
61.361,300.261,22.191,265.551,1.416,464.315,3400.068,46.61
41.178,195.648,15.165,187.241,1.012,292.626,2672.292,43.5
48.0,31.0,10.0,12.0,0.3,148.0,1100.0,12.07
16.982,11.395,2.95,4.029,0.0,66.197,543.371,5.89
236.273,69.0,93.462,36.235,22.837,206.812,1732.659,75.2
99.098,694.686,468.357,130.924,6.457,412.064,2808.644,75.55
1406.081,49.575,40.882,19.198,21.737,436.74,1307.365,64.87
1385.542,147.52,44.281,6.662,1.8,191.245,2312.488,35.79
77.784,397.216,30.241,337.053,2.565,511.713,3743.651,51.83
46.703,29.798,9.328,10.564,0.296,133.774,984.472,11.74
53.0,34.0,11.0,13.0,0.4,162.0,1200.0,4.34
103.865,700.818,338.0,197.315,7.365,665.552,5304.061,79.58
1221.988,158.073,817.356,91.476,152.838,592.036,4935.348,97.2
405.031,91.422,19.309,0.0,1.096,601.904,2278.731,43.44
855.758,58.144,16.233,21.396,1.122,314.402,2114.802,37.87
65.204,0.0,8.408,3.744,1.249,40.33,1732.336,11.44
151.592,11.413,2.905,4.116,0.099,54.581,458.148,40.89
143.751,11.328,3.069,3.73,0.097,55.712,453.361,29.72
19.529,57.046,18.216,14.471,0.115,322.748,2013.311,5.54
49.334,36.014,10.86,12.999,0.416,161.105,1276.261,12.12
978.59,173.006,24.688,7.852,0.736,677.643,646.028,41.52
1018.178,118.545,673.882,77.414,134.186,487.65,3890.029,97.03
22.031,12.218,3.903,5.348,0.0,69.056,534.441,12.11
180.0,15.0,4.5,6.5,0.15,88.0,680.0,29.57
54.787,27.091,23.102,22.223,1.708,153.836,1784.856,6.58
931.824,171.658,4.534,17.271,1.263,275.411,1568.496,45.94
40.0,200.0,15.0,180.0,1.0,300.0,2500.0,54.21
175.544,13.8,3.978,5.08,0.094,66.371,550.228,40.04
77.289,493.689,313.791,149.985,4.103,492.857,3901.477,75.24
361.039,111.287,150.547,55.489,38.411,347.381,2725.099,77.38
984.529,121.731,611.197,82.106,134.665,499.656,4161.27,100.0
52.681,1.276,17.316,18.812,1.063,196.424,2429.243,9.54
50.667,6.935,28.936,13.46,0.042,85.879,897.514,12.59
733.715,47.559,10.015,22.628,1.785,385.351,2637.059,50.07
77.681,997.453,424.838,80.097,12.28,680.166,471.866,75.72
244.169,69.984,87.762,34.048,25.116,214.427,1828.545,59.6
200.117,525.571,12.254,8.901,1.065,287.31,4040.502,55.53
125.527,869.375,521.333,224.332,7.253,849.122,5747.773,74.81
64.784,39.372,11.305,15.879,0.473,178.738,1323.051,6.44
52.0,265.0,20.0,238.0,1.4,418.0,3200.0,46.27
50.359,65.658,22.689,225.625,2.928,20.537,2824.253,43.68
131.775,862.167,505.712,231.611,6.829,860.538,6010.033,74.73
431.32,704.743,227.204,213.968,6.522,491.648,4621.864,71.93
280.77,79.35,105.59,38.35,27.249,239.366,2043.571,66.07
733.087,59.088,82.721,32.84,12.042,347.474,3763.447,69.21
1015.063,20.594,16.724,0.0,0.088,343.48,1587.966,49.82
113.058,112.676,28.415,218.219,1.412,204.703,2003.994,53.7
1474.032,30.255,13.287,27.048,2.672,164.034,3306.432,31.15
37.054,168.368,12.548,147.713,0.829,283.714,2279.383,52.9
47.305,32.73,10.423,12.198,0.319,145.281,1069.409,8.89
38.861,24.717,7.469,10.005,0.211,123.061,858.854,9.48
449.489,204.075,228.576,236.057,10.612,783.133,2707.139,72.83
50.66,314.24,150.103,99.239,2.376,327.245,2539.469,81.31
46.324,182.549,14.493,255.145,1.4,301.295,2026.23,56.46
48.0,30.0,9.5,11.5,0.4,148.0,1100.0,3.05
1353.963,249.545,11.226,157.236,359.714,610.331,1413.337,100.0
30.555,19.219,5.677,7.322,0.0,99.05,727.934,13.19
66.402,429.115,264.121,120.606,3.738,450.319,3119.153,77.78
169.169,971.331,71.411,75.84,13.103,792.877,2357.377,71.3
370.844,117.943,106.226,63.711,30.87,90.94,1781.019,79.38
409.248,14.094,34.284,16.256,0.284,279.478,1825.349,30.81
1788.441,112.956,28.877,37.784,2.621,567.349,3691.355,36.08
318.585,96.355,131.739,49.073,35.195,283.683,2309.474,75.13
80.689,307.344,319.808,220.074,28.193,1010.476,4653.051,74.49
27.641,555.161,319.144,123.577,10.25,647.126,3540.156,81.63
23.343,14.389,3.834,5.505,0.0,81.028,629.941,12.51
78.496,44.866,12.053,17.605,1.784,70.036,519.001,8.36
13.961,7.543,2.49,4.062,0.0,56.296,436.08,9.68
1631.379,14.518,19.62,26.156,1.926,16.047,1923.569,48.48
74.42,472.961,277.862,127.795,3.94,476.074,3429.347,79.54
17.658,11.272,3.088,4.056,0.0,72.004,578.803,9.77
78.0,50.0,16.0,19.0,0.7,238.0,1750.0,5.66
348.839,764.026,97.353,228.318,7.351,319.902,1185.322,67.62
81.398,286.626,10.623,159.737,0.741,222.497,822.53,44.07
108.792,396.234,42.359,197.85,2.743,499.027,1964.969,55.89
148.938,1003.013,550.895,286.83,7.625,899.543,7137.438,75.72
122.966,862.934,534.791,244.652,6.934,864.702,6001.884,73.6
563.018,71.741,385.775,47.948,79.912,301.204,2552.277,100.0
92.276,595.743,337.922,179.251,4.988,595.486,4324.525,67.84
1927.199,89.143,20.239,30.313,2.191,467.835,1856.25,41.45
32.547,10.603,4.513,18.924,1.194,343.926,1987.043,9.51
546.0,72.0,364.0,45.0,73.0,273.0,2280.0,100.0
1337.169,213.61,681.382,97.095,311.515,321.986,3126.964,100.0
195.12,428.615,478.674,47.694,2.725,882.933,4479.694,85.05
119.856,763.037,436.19,221.244,6.154,735.938,5642.469,68.32
56.053,380.524,184.136,109.793,2.779,360.997,2529.337,75.3
91.717,573.293,364.482,171.738,4.841,575.512,4561.223,78.36
245.856,140.266,57.829,39.394,80.072,247.166,1376.108,65.8
15.979,7.772,1.933,2.965,0.0,59.901,481.217,4.12
602.657,73.372,370.717,48.733,72.333,277.59,2357.321,100.0
32.218,145.642,11.21,133.398,0.682,245.992,1958.247,46.63
44.824,239.427,17.556,218.189,1.137,385.022,2862.128,43.99
711.771,356.755,734.584,149.109,220.754,132.231,3520.883,100.0
274.212,81.009,106.869,39.469,29.197,261.123,2075.385,77.18
12.415,5.668,1.978,2.819,0.0,45.064,396.814,8.77
784.156,100.108,518.772,65.973,115.349,425.162,3294.825,100.0
181.634,12.542,3.909,4.842,0.093,67.306,521.012,44.2
70.27,156.781,47.531,73.933,1.567,409.074,3565.276,46.81
367.64,105.375,145.555,51.902,36.198,326.97,2423.747,66.83
939.789,80.098,28.326,10.516,2.191,505.775,3466.385,46.31
108.276,536.677,265.635,192.816,4.313,789.962,1104.635,83.93
654.762,144.491,23.868,25.333,2.181,267.756,2393.707,43.24
296.783,99.035,126.625,45.104,29.781,268.712,2436.272,73.73
954.028,133.95,669.977,83.735,141.398,538.086,4509.297,99.08
776.063,91.95,504.972,63.297,91.93,388.074,3026.045,97.99
2462.114,46.513,614.76,49.33,197.343,311.252,3522.74,100.0
44.457,220.988,16.852,196.802,1.331,365.526,2828.763,41.54
59.585,426.598,202.886,122.263,3.044,409.87,2808.43,74.5
39.015,23.865,0.0,9.581,0.788,96.035,1938.788,12.74
1840.704,299.53,198.025,136.284,304.096,216.241,2593.271,95.66
1230.019,158.836,829.797,95.499,154.186,584.669,4856.467,100.0
343.331,82.046,13.119,42.427,2.427,169.392,2381.047,34.06
9.03,58.701,7.052,21.173,1.468,360.552,2019.022,14.06
587.145,924.219,475.944,210.83,12.18,722.369,6183.557,87.98
2310.835,112.802,129.615,107.822,133.323,358.855,2319.501,100.0
313.852,108.199,43.24,29.565,1.637,251.68,2517.304,42.35
1891.812,115.379,37.043,10.795,1.216,227.156,3188.596,31.9
48.943,228.971,17.521,220.625,1.14,358.403,2962.438,46.87
23.838,14.525,3.801,5.642,0.0,85.548,789.835,2.48
250.672,20.712,6.299,8.446,0.19,104.859,781.714,45.22
355.088,97.127,145.298,48.937,38.916,311.642,2638.875,79.58
92.216,579.93,370.309,166.453,4.985,560.923,4179.026,76.26
101.908,672.715,371.705,175.629,5.574,677.106,4639.513,68.66
85.764,186.996,337.818,225.613,13.82,417.288,2831.975,82.87
48.501,11.513,22.988,0.854,0.0,201.537,1152.839,10.19
143.674,149.459,51.031,175.234,0.44,372.441,1904.943,57.32
276.07,23.467,6.297,7.551,0.189,112.795,870.595,46.02
227.519,718.736,333.232,157.627,18.076,169.233,3147.663,84.62
1131.182,147.306,755.71,105.121,151.492,596.977,4730.867,100.0
36.697,177.792,11.947,155.819,0.809,294.335,2264.648,41.79
142.729,910.26,703.364,174.712,8.629,569.231,3828.327,72.25
28.564,19.952,5.691,7.31,0.0,103.503,749.742,5.69
692.955,139.787,39.042,17.771,0.81,348.268,948.483,33.79
1162.723,242.361,32.765,26.336,0.0,332.217,1555.801,32.47
302.746,20.462,5.878,8.31,0.21,118.984,875.246,30.89
52.0,33.0,10.0,13.0,0.4,155.0,1150.0,13.65
18.0,12.0,3.0,4.0,0.0,70.0,600.0,2.3
371.116,129.355,38.906,14.28,1.011,550.722,3223.115,33.02
36.716,164.79,12.162,154.82,0.852,278.027,2329.77,42.4
301.472,62.291,462.378,166.555,4.857,940.92,1262.424,79.02
23.372,430.986,30.353,0.0,1.043,568.258,3754.426,52.01
354.509,107.673,128.557,49.46,34.907,294.655,2396.947,79.0
260.483,80.366,99.347,40.276,26.958,235.575,1772.078,70.02
156.288,939.154,700.274,168.765,9.519,617.073,4084.312,75.86
44.68,461.0,26.263,211.022,2.576,487.222,3192.613,57.24
65.755,328.343,27.663,325.467,2.018,535.799,4383.285,51.09
126.996,264.498,39.192,146.27,2.618,331.912,2679.554,55.76
132.758,924.021,524.39,246.171,7.227,908.636,6556.527,69.37
200.195,61.281,81.943,28.891,19.842,180.125,1582.382,72.71
646.852,46.072,11.205,14.72,0.755,251.064,1872.898,35.46
45.0,235.0,17.5,210.0,1.2,370.0,2900.0,55.98
187.868,385.058,118.614,106.842,15.335,459.126,5967.423,82.0
23.332,428.57,36.039,228.257,3.095,411.746,4187.346,50.35
1520.861,105.776,28.437,32.203,2.348,557.253,3481.641,50.22
144.083,161.791,12.423,161.79,1.558,445.668,1343.401,55.02
128.097,859.512,528.992,241.787,6.66,793.597,6283.035,84.0
202.187,488.52,550.692,235.071,6.379,680.336,2967.194,67.22
149.11,413.215,16.108,324.205,2.044,94.791,2936.542,49.39
153.137,703.177,595.548,117.595,7.004,304.395,2096.009,66.84
1060.411,71.807,20.099,24.505,1.511,387.167,2480.113,49.87
73.226,375.049,28.298,360.269,2.206,586.385,4987.512,42.04
39.431,24.895,7.491,9.413,0.306,135.093,970.21,5.36
23.499,22.692,28.842,18.881,0.398,97.653,2162.64,10.88
300.925,26.453,7.959,10.587,0.3,140.979,1233.778,38.73
390.802,116.351,143.738,57.258,38.957,338.693,2871.366,61.52
12.186,35.702,2.548,21.539,1.71,246.177,613.994,8.33
2651.888,164.064,537.563,67.112,180.026,278.858,2604.129,98.09
945.13,134.728,134.403,147.987,320.705,629.66,1258.254,100.0
402.847,30.21,8.468,11.25,0.413,154.485,1176.04,47.95
88.752,128.41,16.854,270.944,1.564,116.409,1047.539,52.56
1043.692,206.487,194.619,43.967,45.46,215.751,2218.668,65.79
29.921,24.466,28.828,20.092,0.703,177.661,2532.299,9.54
67.001,762.084,314.579,44.392,13.897,295.446,3322.894,80.6
223.501,68.252,89.357,35.307,23.039,202.183,1768.485,63.08
244.153,45.07,20.252,16.326,3.047,345.678,1516.094,37.05
86.524,541.121,286.815,163.502,4.812,572.145,3882.235,77.71
90.121,623.335,338.626,166.787,5.474,629.796,4578.133,80.42
912.359,135.633,36.113,35.101,2.149,315.151,1039.293,40.59
36.801,174.958,13.05,169.236,0.858,307.271,2290.983,51.76
142.905,849.765,518.409,257.27,7.843,893.19,6292.006,78.42
50.352,52.494,9.113,7.979,0.293,326.728,1632.674,5.69
110.0,700.0,360.0,205.0,7.0,700.0,5200.0,81.27
226.439,70.788,93.888,34.66,24.419,212.827,1796.292,64.62
1026.378,81.615,84.15,32.903,3.951,205.599,3063.795,66.57
326.837,88.844,121.391,48.476,30.326,300.108,2252.217,74.51
22.662,18.221,23.453,0.837,1.679,93.97,1165.458,13.93
36.723,171.16,29.684,18.244,2.103,190.821,974.581,39.4
1114.27,148.098,796.129,103.457,151.754,562.554,5314.154,100.0
89.646,600.854,352.837,181.209,4.944,579.732,4431.386,74.73
832.439,101.794,532.893,68.306,101.944,418.346,3282.702,100.0
95.0,620.0,310.0,180.0,5.5,620.0,4500.0,82.72
15.823,8.613,2.897,4.099,0.0,55.892,451.973,4.63
97.317,310.923,15.499,246.279,0.318,375.507,2993.504,42.74
92.0,592.0,361.0,172.0,5.1,592.0,4300.0,67.78
167.935,52.63,68.902,24.516,18.33,157.873,1276.539,58.64
47.571,29.383,9.259,11.696,0.403,156.96,1144.888,5.13
316.965,93.588,124.694,46.802,29.467,259.901,2106.307,68.47
180.57,432.772,14.767,140.002,2.638,782.528,3016.612,59.13
362.028,28.402,7.846,9.887,0.315,147.26,1102.565,43.91
1028.405,61.408,48.363,63.442,105.844,48.005,2848.273,65.78
894.949,117.543,551.703,67.483,113.108,391.438,3467.758,100.0
89.545,314.923,35.267,177.822,0.495,400.989,3747.588,47.92
298.738,750.585,574.263,179.899,4.288,166.646,2410.853,83.52
45.597,217.396,17.155,211.95,1.278,366.539,2625.87,49.85
122.565,789.884,501.816,225.596,7.09,806.607,6031.385,72.79
161.869,246.152,36.888,121.849,2.628,671.244,3669.696,43.09
624.879,86.251,418.949,50.79,81.513,328.626,2674.977,98.15
163.034,48.611,66.079,25.487,15.395,149.489,1159.289,65.02
528.676,40.526,10.411,11.895,0.49,191.175,1564.899,37.69
1333.941,171.081,807.953,101.001,177.096,601.114,4942.719,98.49
80.8,526.544,334.409,162.619,4.969,502.216,3927.6,78.14
735.141,57.399,14.178,20.231,0.87,283.259,2006.283,33.13
1347.622,93.041,23.186,29.86,1.915,583.14,3429.398,35.92
44.0,210.0,16.0,188.0,1.1,330.0,2620.0,43.12
206.264,62.843,83.806,30.928,23.325,200.498,1619.611,62.52
937.535,188.226,183.787,22.7,34.345,114.888,2320.466,76.2
44.81,62.501,12.629,23.856,0.978,228.774,1737.198,9.42
850.0,110.0,560.0,70.0,115.0,420.0,3500.0,100.0
72.355,338.017,25.444,322.764,2.256,539.358,4278.733,57.24
113.493,398.853,47.624,62.47,0.791,419.508,1500.921,46.53
374.119,473.664,223.587,167.996,9.966,216.046,3304.762,74.74
742.355,246.005,615.238,100.371,244.305,191.807,3331.336,100.0
1034.307,76.197,20.812,25.713,1.586,390.524,2505.616,31.5
983.489,119.727,631.174,85.057,130.481,473.41,4076.406,98.83
218.683,724.494,373.145,80.106,3.141,90.902,1330.858,84.79
273.096,21.17,5.884,7.618,0.212,107.078,759.414,47.63
29.616,13.576,7.617,15.503,0.16,44.91,1149.512,9.68
1559.377,257.962,208.435,49.326,158.098,435.34,2321.855,100.0
10.466,7.063,1.862,2.987,0.0,41.622,327.097,3.01
350.0,100.0,140.0,50.0,38.0,310.0,2500.0,71.24
25.128,31.288,13.325,8.186,1.209,202.482,1080.487,5.35
1164.0,150.0,776.0,96.0,156.0,582.0,4858.0,100.0
